FirstName,Surname,Gender
Ishita,Bandyopadhyay,Female
Koel,Bhattacharya,Female
Yash,Lodh,Male
Soma,Pramanik,Female
Laxmi,Paul,Female
Zinia,Halder,Female
Gourab,Das,Male
Sourav,Majumdar,Male
Puja,Hossain,Female
Rimi,Bhattacharjee,Female
Elina,Barai,Female
Laboni,Pal,Female
Upoma,Chakrabarti,Female
Ranjit,Barai,Male
Kaberi,Kar,Female
Oishani,SenGupta,Female
Madhumita,Moitra,Female
Chandan,Mandal,Male
Tuhina,DuttaChoudhury,Female
Indranil,Malakar,Male
Dwij,Talukdar,Male
Jaya,Barai,Female
Niladri,Ghosh,Male
Debjit,Kundu,Male
Yasmin,GhoshDastidar,Female
Yash,Sinha,Male
Oishee,Mazumder,Female
Nabendu,Chakma,Male
Manas,Sengupto,Male
Tanmay,Naskar,Male
Koel,Roy,Female
Niladri,Mazumder,Male
Hiranmay,Kundu,Male
Partha,Poddar,Male
Velan,Dey,Male
Upal,Kundu,Male
Payel,Munshi,Female
Tapas,Kar,Male
Mrinmoy,SenGupta,Male
Kaberi,Deb,Female
Upal,Gazi,Male
Nikhil,Pal,Male
Kaberi,Sengupta,Female
Anik,Gazi,Male
Himadri,Mandal,Male
Debjit,Datta,Male
Chandan,Mitra,Male
Gulshan,Rahman,Male
Arpan,Talukdar,Male
Palash,Chatterjee,Male
Warisha,Poddar,Female
Aritra,Ghosh,Male
Somnath,Chakraborty,Male
Ipsita,Sarkar,Female
Harsha,Chakrabarti,Female
Yasmin,Poddar,Female
Elina,Sen,Female
Wasim,Chakma,Male
Mrinmayee,Rahman,Female
Subhajit,Banerjee,Male
Chandan,Pal,Male
Hiranmay,Mazumder,Male
Rima,Sarkar,Female
Riya,Halder,Female
Jhumur,Mondal,Female
Niladri,Malakar,Male
Ravi,Ghosh,Male
Jaya,Mukhopadhyay,Female
Koyel,Majumdar,Female
Deepto,Paul,Male
Gulshan,Jana,Male
Gopal,Jana,Male
Bikram,Barik,Male
Rimi,Bandyopadhyay,Female
Deep,Banerji,Male
Sweta,Ghosalkar,Female
Arindam,Hossain,Male
Hiranmay,Sarkar,Male
Goutam,Ali,Male
Gouranga,Bhattacharjee,Male
Swapan,Banerji,Male
Jhumur,SenGupta,Female
Somnath,Adhikary,Male
Oindrila,Kundu,Female
Bikram,DuttaChoudhury,Male
Tumpa,Khan,Female
Riya,Kundu,Female
Yasmin,Roy,Female
Yash,Barik,Male
Gulshan,Ray,Male
Madhumita,Bhattacharjee,Female
Gargi,Bhattacharya,Female
Pritha,Lodh,Female
Esha,Gazi,Female
Dibakar,Mukherjee,Male
Mrinmoy,Bhattacharya,Male
Xarina,Majumdar,Female
Lopamudra,Dey,Female
Gourab,Karmakar,Male
Arindam,Sen,Male
Ritwik,Ali,Male
Suchismita,Ghosalkar,Female
Esha,Sen,Female
Suchismita,Pramanik,Female
Jharna,Hossain,Female
Jaya,Chakraborty,Female
Yasmin,Mukherjee,Female
Subhajit,Das,Male
Suchitra,Moitra,Female
Manas,Khan,Male
Oindrila,Mazumdar,Female
Biplab,Bhowmik,Male
Tushar,SenGupta,Male
Subhasis,Bera,Male
Ritwik,Banerji,Male
Mithun,Pal,Male
Yogesh,Mazumdar,Male
Debjit,Sarkar,Male
Tapas,GhoshDastidar,Male
Arjun,Datta,Male
Warisha,Sinha,Female
Hrithik,Bhuiyan,Male
Rupak,Naskar,Male
Farhanul,Saha,Male
Qayum,Mondal,Male
Mitali,Paul,Female
Dipankar,Sengupto,Male
Dwij,Khan,Male
Gargi,Nandi,Female
Niladri,Sikdar,Male
Tanmay,Banerji,Male
Nikhil,Bera,Male
Ishaan,Banerjee,Male
Sudip,Basu,Male
Wasim,Pramanik,Male
Niladri,Khan,Male
Yogesh,Ali,Male
Oishee,Jana,Female
Dibakar,Mandal,Male
Madhumita,Sinha,Female
Sweta,Bhattacharya,Female
Nabamita,Ghosh,Female
Utpal,GhoshDastidar,Male
Nabamita,Kundu,Female
Velan,Mukherjee,Male
Zahir,Munshi,Male
Subhash,Chakrabarti,Male
Dwij,Ghosh,Male
Ishita,Ghosalkar,Female
Komal,Poddar,Female
Ipsita,DuttaChoudhury,Female
Hiranmay,Jana,Male
Utpal,Bera,Male
Elina,Bhattacharjee,Female
Hiranmay,Lodh,Male
Suchitra,Ganguly,Female
Harsha,Biswas,Female
Rupali,Roychowdhury,Female
Subhash,Sikdar,Male
Nabendu,Basu,Male
Oishee,Rahman,Female
Yogesh,Sekhar,Male
Ishita,Bhowmik,Female
Nabendu,Adhikary,Male
Goutam,Barai,Male
Harsha,Dey,Female
Himadri,Biswas,Male
Gopal,Chowdhury,Male
Nikhil,Nandi,Male
Swapan,Talukdar,Male
Deep,Ghosalkar,Male
Madhumita,Sen,Female
Goutam,Munshi,Male
Joy,Chakrabarti,Male
Jhumur,Mitra,Female
Goutam,Deb,Male
Jaya,Sen,Female
Zinia,Roy,Female
Bishal,Mondal,Male
Yash,Basu,Male
Arpan,Bhuiyan,Male
Velan,Roy,Male
Tapas,Malakar,Male
Manoj,Kundu,Male
Dipankar,Majumdar,Male
Oindrila,Poddar,Female
Upoma,Barai,Female
Arpan,Nandi,Male
Kajal,Bhattacharya,Female
Aritra,Mukherjee,Male
Farhan,Dey,Male
Payel,Pal,Female
Moumita,Ray,Female
Yogesh,Bhowmik,Male
Debjit,Deb,Male
Soma,Gazi,Female
Upoma,Bera,Female
Nabamita,Saha,Female
Biplab,Mitra,Male
Zarin,Kar,Female
Palash,Sarkar,Male
Esha,Roychowdhury,Female
Kaberi,Mukhopadhyay,Female
Subhasis,GhoshDastidar,Male
Suchismita,Bhattacharjee,Female
Jayanta,Chakrabarti,Male
Dipankar,Ghosalkar,Male
Deep,Mazumder,Male
Aritra,Jana,Male
Oishani,Nandi,Female
Palash,Chowdhury,Male
Jaya,Sengupto,Female
Rima,Deb,Female
Elina,Banerji,Female
Riya,Bhowmik,Female
Gopal,Banerji,Male
Wahid,Sengupto,Male
Jaya,Bandyopadhyay,Female
Ishaan,Chowdhury,Male
Debasis,Khan,Male
Rima,Bhattacharya,Female
Joydeep,Malakar,Male
Chandan,Jana,Male
Gouranga,Khatun,Male
Animesh,Nandi,Male
Tithi,Bera,Female
Kaberi,Mazumdar,Female
Eshani,Nandi,Female
Ipsita,Mukherjee,Female
Pritha,Saha,Female
Deep,Halder,Male
Mrinmoy,Banerji,Male
Nirupam,Banerji,Male
Dibakar,Barik,Male
Sweta,Mondal,Female
Puja,Sheikh,Female
Animesh,Sinha,Male
Kamal,Moitra,Male
Gargi,GhoshDastidar,Female
Nabamita,Sengupta,Female
Gourab,Khatun,Male
Madhuri,Datta,Female
Ravi,Ali,Male
Debjit,Munshi,Male
Laxmi,Banerji,Female
Mrinmayee,Bhattacharya,Female
Puja,Barai,Female
Subhasis,Paul,Male
Bappa,Talukdar,Male
Suchismita,Sheikh,Female
Sourav,Khatun,Male
Soma,Ganguly,Female
Yasmin,Ghoshal,Female
Laboni,Banerji,Female
Joydeep,Chowdhury,Male
Naina,Chakravarty,Female
Mitali,Ganguly,Female
Laboni,Sarkar,Female
Somnath,Malakar,Male
Nikhil,Mukhopadhyay,Male
Hiranmay,Ghosalkar,Male
Deepto,Bhattacharya,Male
Ishita,Barai,Female
Tuhina,Pramanik,Female
Puja,Lodh,Female
Hrithik,Bandyopadhyay,Male
Ipsita,Pal,Female
Gulshan,Paul,Male
Indrani,Malakar,Female
Xarina,Sultana,Female
Lopamudra,Datta,Female
Esha,Ghoshal,Female
Namita,Bandyopadhyay,Female
Joy,Das,Male
Kamal,Mandal,Male
Mrinmayee,Bhuiyan,Female
Liton,Karmakar,Male
Dwaipayan,Chakraborty,Male
Gopal,Halder,Male
Arpan,Bhattacharjee,Male
Sourav,Barik,Male
Xarina,Barik,Female
Gourab,GhoshDastidar,Male
Ranjit,Adhikary,Male
Jhumur,Karmakar,Female
Rupak,Mitra,Male
Palash,Koley,Male
Kamal,Chakma,Male
Oindrila,Ghosalkar,Female
Varun,Ray,Male
Rupali,Chakraborty,Female
Rupali,Adhikary,Female
Animesh,Bhattacharjee,Male
Gouranga,Chakma,Male
Rupam,Barua,Male
Chandan,Pramanik,Male
Joydeep,Roy,Male
Dibakar,Roychowdhury,Male
Dipankar,Pramanik,Male
Gourab,Ali,Male
Biplab,Chakma,Male
Dwaipayan,Saha,Male
Namita,Dutta,Female
Faria,Chakravarty,Female
Suchismita,Jana,Female
Ranjit,Pramanik,Male
Xarina,Biswas,Female
Soma,Bhattacharjee,Female
Faria,Banerjee,Female
Xavier,Majumdar,Male
Goutam,Adhikary,Male
Sudip,Moitra,Male
Dwij,GhoshDastidar,Male
Swapan,Sarkar,Male
Tushar,Banerjee,Male
Ishaan,Basu,Male
Nabamita,Deb,Female
Payel,GhoshDastidar,Female
Oindrila,Karmakar,Female
Aritra,Bhattacharya,Male
Tithi,Rahman,Female
Subhasis,Malakar,Male
Oishee,Dey,Female
Ipsita,Nandi,Female
Lipika,Bera,Female
Gulshan,Sultana,Male
Utpal,Chakravarty,Male
Naina,Chowdhury,Female
Mitali,Mitra,Female
Pihu,Sengupto,Female
Aritra,Banerjee,Male
Rima,Das,Female
Dwaipayan,Naskar,Male
Arindam,Bhattacharjee,Male
Jayanta,Chakravarty,Male
Subhasis,Rahman,Male
Kaushik,Bhuiyan,Male
Joydeep,Ali,Male
Mithun,Mukhopadhyay,Male
Jaya,GhoshDastidar,Female
Deep,Mukherjee,Male
Rupali,GhoshDastidar,Female
Manas,Kundu,Male
Xarina,Chatterjee,Female
Qasim,Ghoshal,Male
Komal,Bagchi,Female
Xarina,Sekhar,Female
Indrani,Koley,Female
Dwaipayan,Hossain,Male
Laboni,Bandyopadhyay,Female
Jhumur,Sultana,Female
Pradip,Bhattacharya,Male
Manoj,Mandal,Male
Gouranga,Banerjee,Male
Subhajit,Basu,Male
Partha,Dey,Male
Jayanta,Banerjee,Male
Zahir,Bandyopadhyay,Male
Xavier,Jana,Male
Varun,Mitra,Male
Ravi,Mukherjee,Male
Sweta,Banerjee,Female
Jaya,Sultana,Female
Swapan,Kundu,Male
Madhumita,Mandal,Female
Harsha,Kundu,Female
Riya,Talukdar,Female
Dwij,Kar,Male
Warisha,Basak,Female
Laxmi,Bhuiyan,Female
Debjit,Ali,Male
Elina,Bhattacharya,Female
Upal,Chakravarty,Male
Koyel,Ghosh,Female
Tanmay,GhoshDastidar,Male
Gargi,Banerji,Female
Laxmi,Datta,Female
Varun,Bhowmik,Male
Payel,Roy,Female
Tapas,Datta,Male
Nabamita,Bagchi,Female
Joydeep,Chakrabarti,Male
Gulshan,Bandyopadhyay,Male
Naina,Roychowdhury,Female
Sourav,Barua,Male
Rukmini,Barik,Female
Arindam,Roychowdhury,Male
Koel,Ali,Female
Suchismita,Moitra,Female
Swapan,GhoshDastidar,Male
Sweta,Karmakar,Female
Eshani,Ganguly,Female
Koyel,Bandyopadhyay,Female
Tumpa,Basu,Female
Dipankar,Sekhar,Male
Jharna,Sinha,Female
Sourav,Sultana,Male
Krittika,GhoshDastidar,Female
Mitali,Bhowmik,Female
Aritra,Mazumdar,Male
Tushar,Poddar,Male
Zinia,Roychowdhury,Female
Manoj,Sarkar,Male
Rimi,Dey,Female
Enakshi,Bhattacharya,Female
Dwij,Barua,Male
Xavier,Sen,Male
Eshani,Chatterjee,Female
Aritra,Bhuiyan,Male
Zahir,Halder,Male
Farhanul,GhoshDastidar,Male
Partha,Ray,Male
Krittika,Bera,Female
Jayanta,Naskar,Male
Debjit,Lodh,Male
Zahir,Roy,Male
Swapan,Barua,Male
Upal,Munshi,Male
Rupam,Bera,Male
Dipankar,Chatterjee,Male
Pritha,Paul,Female
Namita,Majumdar,Female
Xavier,Chakrabarti,Male
Komal,Chowdhury,Female
Animesh,Barai,Male
Qamar,Sinha,Male
Rupam,Banerji,Male
Ravi,Kundu,Male
Kajal,Sinha,Female
Bishal,SenGupta,Male
Purnima,Gazi,Female
Subhasis,Bhowmik,Male
Lopamudra,DuttaChoudhury,Female
Dwij,Sengupta,Male
Lopamudra,Barik,Female
Jharna,Pramanik,Female
Utpal,Bhattacharjee,Male
Faria,Chakrabarti,Female
Komal,Roychowdhury,Female
Ishaan,Jana,Male
Arindam,Das,Male
Aritra,Sekhar,Male
Namita,Chowdhury,Female
Velan,SenGupta,Male
Yash,Bhuiyan,Male
Purnima,Sen,Female
Tina,Mazumdar,Female
Kajal,Munshi,Female
Bikram,Majumdar,Male
Pradip,Mondal,Male
Utpal,Khatun,Male
Quadir,Chakravarty,Male
Debasis,Naskar,Male
Farida,Ghosh,Female
Mrinmoy,Hossain,Male
Elina,Chowdhury,Female
Ishita,Banerjee,Female
Qayum,Bhuiyan,Male
Tina,Adhikary,Female
Ishita,SenGupta,Female
Elina,Rahman,Female
Gouranga,DuttaChoudhury,Male
Tumpa,Koley,Female
Ritwik,Gazi,Male
Sweta,Mazumdar,Female
Tuhina,Chatterjee,Female
Qamar,Ghosh,Male
Komal,Sikdar,Female
Chiranjit,Barai,Male
Jaya,Ali,Female
Sweta,Khatun,Female
Upal,Khan,Male
Payel,Mondal,Female
Ishita,Chakma,Female
Yasmin,Chakraborty,Female
Niladri,Bagchi,Male
Liton,Ray,Male
Tushar,Jana,Male
Nabaneeta,Adhikary,Female
Gopal,Deb,Male
Mrinmayee,Bhowmik,Female
Purnima,Hossain,Female
Namita,Hossain,Female
Koyel,Ali,Female
Indrani,Sengupto,Female
Arpan,Paul,Male
Partha,Bera,Male
Payel,Kar,Female
Krittika,Datta,Female
Ravi,Khatun,Male
Kaberi,Bhattacharya,Female
Krittika,Mitra,Female
Harsha,Datta,Female
Ranjit,Banerjee,Male
Harsha,Sekhar,Female
Tina,DuttaChoudhury,Female
Rupali,Sekhar,Female
Dibakar,SenGupta,Male
Harsha,Ray,Female
Payel,Chakraborty,Female
Animesh,Mazumder,Male
Bappa,Hossain,Male
Mitali,Biswas,Female
Qayum,Datta,Male
Tapas,Ganguly,Male
Kajal,Nandi,Female
Madhuri,DuttaChoudhury,Female
Ravi,Mazumdar,Male
Quadir,SenGupta,Male
Tanmay,Chowdhury,Male
Komal,Bhattacharjee,Female
Tithi,Bhattacharya,Female
Debasis,Sekhar,Male
Jayanta,Jana,Male
Arindam,Barai,Male
Faria,Naskar,Female
Nikhil,Dutta,Male
Kamal,Barai,Male
Jharna,GhoshDastidar,Female
Namita,Munshi,Female
Gargi,Chakma,Female
Zahir,Majumdar,Male
Mitali,Karmakar,Female
Rukmini,Koley,Female
Wasim,Deb,Male
Mithun,Basu,Male
Yasmin,Chakrabarti,Female
Oindrila,Majumdar,Female
Mithun,Bagchi,Male
Bikram,Pramanik,Male
Deepto,Das,Male
Arindam,Banerji,Male
Lopamudra,Pal,Female
Madhumita,Barik,Female
Farida,Pramanik,Female
Chandan,DuttaChoudhury,Male
Esha,Munshi,Female
Subhajit,Mazumdar,Male
Liton,Kundu,Male
Tithi,Halder,Female
Pradip,Saha,Male
Rupak,Halder,Male
Sudip,Bhowmik,Male
Komal,Ganguly,Female
Yasmin,Karmakar,Female
Jayanta,Halder,Male
Utpal,DuttaChoudhury,Male
Jharna,Sikdar,Female
Mitali,Bhattacharjee,Female
Partha,Barik,Male
Yash,Sikdar,Male
Arindam,Ganguly,Male
Hiranmay,Sen,Male
Sudip,Dutta,Male
Pihu,Chowdhury,Female
Ishaan,Chakrabarti,Male
Debasis,Koley,Male
Bappa,Mukhopadhyay,Male
Himadri,Barua,Male
Varun,Mandal,Male
Niladri,Barai,Male
Arjun,Munshi,Male
Goutam,Roychowdhury,Male
Arindam,Sinha,Male
Animesh,Rahman,Male
Namita,Chakma,Female
Tanmay,Gazi,Male
Subhash,Sen,Male
Gourab,Saha,Male
Warisha,Bhattacharya,Female
Suchismita,Biswas,Female
Manisha,Bhattacharya,Female
Velan,Pramanik,Male
Jharna,Halder,Female
Liton,GhoshDastidar,Male
Debasis,Bhowmik,Male
Bishal,Khatun,Male
Riya,Banerji,Female
Vikram,Sen,Male
Lopamudra,Barai,Female
Harsha,Pramanik,Female
Bappa,Khatun,Male
Laboni,Das,Female
Tushar,Mondal,Male
Pratik,Kar,Male
Gopal,Mukhopadhyay,Male
Laxmi,Koley,Female
Pritha,Roychowdhury,Female
Vikram,Bhattacharjee,Male
Mithun,Bhattacharjee,Male
Velan,DuttaChoudhury,Male
Pratik,Bagchi,Male
Nabendu,Bagchi,Male
Subhajit,Kar,Male
Rimi,Mazumder,Female
Namita,Talukdar,Female
Animesh,Chatterjee,Male
Kaberi,Bhowmik,Female
Zinia,Barua,Female
Gulshan,Banerji,Male
Aritra,Sultana,Male
Warisha,Bandyopadhyay,Female
Nabamita,Kar,Female
Manas,Banerjee,Male
Kajal,Bhattacharjee,Female
Sudip,Roychowdhury,Male
Arjun,DuttaChoudhury,Male
Animesh,GhoshDastidar,Male
Arindam,Munshi,Male
Pratik,Basu,Male
Esha,Basak,Female
Yogesh,Adhikary,Male
Bikram,Hossain,Male
Jaya,Chakravarty,Female
Bikram,Jana,Male
Nabendu,Das,Male
Koyel,Deb,Female
Ravi,Sengupta,Male
Suchismita,Saha,Female
Indrani,Kundu,Female
Swapan,Mukherjee,Male
Sourav,Nandi,Male
Tithi,Mitra,Female
Upal,Dey,Male
Zinia,Majumdar,Female
Dipankar,Sengupta,Male
Jaya,Khatun,Female
Krittika,Sarkar,Female
Dwaipayan,Sekhar,Male
Purnima,Banerji,Female
Subhash,Munshi,Male
Manas,Chakravarty,Male
Bishal,Roy,Male
Namita,Mazumdar,Female
Rukmini,Bera,Female
Rupam,Halder,Male
Dwaipayan,Sengupto,Male
Yash,Poddar,Male
Tapas,Ali,Male
Subhajit,Ray,Male
Mitali,Ghoshal,Female
Zarin,Banerjee,Female
Mitali,GhoshDastidar,Female
Arindam,Sengupto,Male
Tithi,Paul,Female
Puja,Ganguly,Female
Himadri,Ali,Male
Farhanul,Chakraborty,Male
Madhuri,Sekhar,Female
Hrithik,Halder,Male
Nikhil,Pramanik,Male
Pratik,Khan,Male
Jaya,Naskar,Female
Chiranjit,Adhikary,Male
Partha,Naskar,Male
Bishal,Barai,Male
Partha,Mazumdar,Male
Arindam,Chakraborty,Male
Indrani,Chakma,Female
Quadir,Roychowdhury,Male
Yogesh,Malakar,Male
Joydeep,Mandal,Male
Nirupam,Mandal,Male
Qamar,Khatun,Male
Farida,Chakma,Female
Ipsita,Malakar,Female
Tuhina,Ganguly,Female
Ipsita,Gazi,Female
Dibakar,Banerjee,Male
Goutam,Khan,Male
Soma,Pal,Female
Qasim,Basak,Male
Partha,Sengupto,Male
Madhumita,Munshi,Female
Rupali,SenGupta,Female
Niladri,Barua,Male
Tumpa,Bera,Female
Hrithik,Sinha,Male
Mitali,Jana,Female
Mitali,Chakraborty,Female
Manisha,Kundu,Female
Rukmini,Ganguly,Female
Nirupam,Bagchi,Male
Subhash,Pramanik,Male
Yogesh,Naskar,Male
Upal,Roychowdhury,Male
Zarin,Chakraborty,Female
Subhasis,Barai,Male
Ranjit,Ghoshal,Male
Krittika,Chakrabarti,Female
Animesh,Karmakar,Male
Subhash,Koley,Male
Farhanul,Roy,Male
Ishaan,Dey,Male
Sweta,Chakraborty,Female
Anik,Rahman,Male
Nabamita,GhoshDastidar,Female
Koyel,Chowdhury,Female
Esha,Ali,Female
Tumpa,Bhowmik,Female
Mrinmayee,Sheikh,Female
Anik,Chowdhury,Male
Biplab,Paul,Male
Ishita,Pramanik,Female
Liton,Sekhar,Male
Jaya,Adhikary,Female
Enakshi,Roychowdhury,Female
Lipika,Datta,Female
Bishal,Ali,Male
Anik,Moitra,Male
Utpal,Ali,Male
Biplab,Kar,Male
Riya,Chatterjee,Female
Arjun,Ghosalkar,Male
Jayanta,Malakar,Male
Hiranmay,Chakma,Male
Mithun,Munshi,Male
Moumita,Sengupto,Female
Vikram,Roychowdhury,Male
Hrithik,Gazi,Male
Zinia,Datta,Female
Hrithik,Roy,Male
Ritwik,Chakma,Male
Puja,Chowdhury,Female
Manisha,Moitra,Female
Nabendu,Mazumder,Male
Tumpa,Ghosh,Female
Tushar,Chakrabarti,Male
Krittika,Karmakar,Female
Rupali,Munshi,Female
Gopal,Hossain,Male
Rupali,Rahman,Female
Faria,Chakraborty,Female
Joy,Mukhopadhyay,Male
Indrani,Mitra,Female
Zarin,SenGupta,Female
Mitali,Deb,Female
Deep,Chakma,Male
Joydeep,Mazumdar,Male
Soma,Basak,Female
Puja,Chatterjee,Female
Jharna,Banerji,Female
Esha,Paul,Female
Pihu,Ghosalkar,Female
Ishaan,Barua,Male
Jhumur,Barai,Female
Tushar,Roy,Male
Farhan,Mondal,Male
Xavier,Bhuiyan,Male
Wahid,Majumdar,Male
Qamar,Barua,Male
Manoj,Roychowdhury,Male
Bishal,Dey,Male
Xavier,Biswas,Male
Aritra,Karmakar,Male
Komal,Dutta,Female
Nikhil,Mazumder,Male
Hiranmay,Dey,Male
Tapas,Sheikh,Male
Faria,Nandi,Female
Subhajit,Chakma,Male
Goutam,DuttaChoudhury,Male
Dipankar,Khatun,Male
Sourav,Karmakar,Male
Kajal,Lodh,Female
Quadir,Mazumdar,Male
Debasis,SenGupta,Male
Dwij,Gazi,Male
Komal,Sengupta,Female
Chandan,Bhowmik,Male
Qamar,Nandi,Male
Indranil,Hossain,Male
Laxmi,GhoshDastidar,Female
Madhumita,Gazi,Female
Mitali,Munshi,Female
Krittika,Mazumder,Female
Nabendu,Mukherjee,Male
Tuhina,Jana,Female
Tushar,Mukherjee,Male
Soma,Naskar,Female
Rupak,Mazumder,Male
Xarina,Sengupto,Female
Arpan,Chakma,Male
Pradip,Paul,Male
Indranil,Munshi,Male
Vikram,Poddar,Male
Payel,Ganguly,Female
Niladri,Hossain,Male
Tanmay,DuttaChoudhury,Male
Farhan,Halder,Male
Oishani,Hossain,Female
Ravi,Sarkar,Male
Vikram,Bhowmik,Male
Arpan,Datta,Male
Tithi,Ghosh,Female
Gopal,Sinha,Male
Joy,Ganguly,Male
Esha,Bhowmik,Female
Ravi,Kar,Male
Esha,Chowdhury,Female
Zinia,Sikdar,Female
Biplab,Saha,Male
Debasis,Banerji,Male
Tumpa,Talukdar,Female
Esha,Naskar,Female
Oishee,Dutta,Female
Niladri,Mazumdar,Male
Rimi,Kundu,Female
Moumita,Malakar,Female
Komal,Datta,Female
Upoma,Dutta,Female
Jaya,Halder,Female
Namita,Banerjee,Female
Wahid,Ali,Male
Palash,Bandyopadhyay,Male
Swapan,Bhuiyan,Male
Ishita,Sikdar,Female
Kamal,Talukdar,Male
Partha,Koley,Male
Esha,Ghosalkar,Female
Nabaneeta,Ghosalkar,Female
Palash,Moitra,Male
Elina,Paul,Female
Dibakar,Ali,Male
Subhash,Chowdhury,Male
Tumpa,Mitra,Female
Pritha,Basak,Female
Gopal,GhoshDastidar,Male
Gopal,Dey,Male
Deepto,Malakar,Male
Puja,Saha,Female
Koel,Poddar,Female
Joy,Sarkar,Male
Moumita,Sinha,Female
Lipika,Mazumdar,Female
Qamar,Chakraborty,Male
Wasim,Mazumder,Male
Qasim,Chakravarty,Male
Koyel,Pal,Female
Laboni,Biswas,Female
Xarina,Koley,Female
Chandan,Mukherjee,Male
Koel,Dutta,Female
Kaberi,Pal,Female
Upoma,Bandyopadhyay,Female
Chiranjit,Karmakar,Male
Naina,Bhattacharjee,Female
Ritwik,Dey,Male
Koel,Malakar,Female
Zinia,Mazumdar,Female
Krittika,Chakravarty,Female
Anik,SenGupta,Male
Pritha,Mazumder,Female
Arpan,Bagchi,Male
Xavier,SenGupta,Male
Rupak,Roy,Male
Chiranjit,Naskar,Male
Oindrila,Moitra,Female
Upal,Bhowmik,Male
Dipankar,Ray,Male
Subhasis,Dutta,Male
Qasim,Ghosalkar,Male
Kajal,Mukherjee,Female
Namita,Chakrabarti,Female
Joy,Ghosh,Male
Farhan,Sekhar,Male
Sudip,Mandal,Male
Pihu,Ghosh,Female
Purnima,Das,Female
Subhajit,Rahman,Male
Eshani,Kundu,Female
Hiranmay,Halder,Male
Soma,Dutta,Female
Mithun,Hossain,Male
Sourav,Sekhar,Male
Harsha,Sen,Female
Sudip,Pal,Male
Mrinmoy,Dey,Male
Nirupam,Barik,Male
Lipika,Chakraborty,Female
Qasim,Pramanik,Male
Himadri,Roy,Male
Yash,Bandyopadhyay,Male
Nirupam,Mazumder,Male
Tushar,Naskar,Male
Farhanul,DuttaChoudhury,Male
Purnima,Pal,Female
Oishee,Biswas,Female
Lipika,Mukhopadhyay,Female
Tanmay,Mazumdar,Male
Warisha,Pal,Female
Somnath,Mukherjee,Male
Indrani,Kar,Female
Nabamita,Talukdar,Female
Utpal,Sinha,Male
Aritra,Naskar,Male
Pradip,Ghosh,Male
Warisha,Roy,Female
Biplab,Adhikary,Male
Madhuri,Deb,Female
Eshani,Poddar,Female
Nikhil,Moitra,Male
Dwaipayan,Roychowdhury,Male
Tithi,Deb,Female
Harsha,Sarkar,Female
Upoma,Chowdhury,Female
Komal,Bera,Female
Soma,Chakma,Female
Oishee,Munshi,Female
Bappa,Bera,Male
Laboni,GhoshDastidar,Female
Debjit,Pramanik,Male
Somnath,Bhuiyan,Male
Moumita,Ali,Female
Subhajit,Sikdar,Male
Deepto,Bhowmik,Male
Anik,Dutta,Male
Rupali,Sengupto,Female
Deep,Ghosh,Male
Biplab,Majumdar,Male
Bishal,Bhattacharjee,Male
Madhuri,Mondal,Female
Harsha,Roy,Female
Tina,Kar,Female
Yogesh,Chakma,Male
Xarina,Sinha,Female
Nikhil,Banerjee,Male
Debasis,Roychowdhury,Male
Pratik,Mukhopadhyay,Male
Himadri,Bera,Male
Biplab,Deb,Male
Riya,Sengupta,Female
Tapas,Sen,Male
Pihu,Chakrabarti,Female
Qasim,Bandyopadhyay,Male
Madhuri,Dutta,Female
Quadir,Kundu,Male
Anik,Jana,Male
Riya,Sengupto,Female
Swapan,Karmakar,Male
Utpal,Talukdar,Male
Wahid,Sikdar,Male
Nabendu,Sengupto,Male
Laboni,Mazumder,Female
Rupali,Hossain,Female
Biplab,Bandyopadhyay,Male
Dipankar,Khan,Male
Manoj,Lodh,Male
Nirupam,Jana,Male
Ranjit,Moitra,Male
Subhasis,Sen,Male
Jaya,Malakar,Female
Laboni,Karmakar,Female
Rupam,Ganguly,Male
Kamal,Banerji,Male
Utpal,Chakma,Male
Harsha,Das,Female
Utpal,Basu,Male
Jaya,Chakma,Female
Tushar,Ray,Male
Xarina,Bhuiyan,Female
Manas,Chowdhury,Male
Ritwik,Bhowmik,Male
Subhajit,DuttaChoudhury,Male
Utpal,Chowdhury,Male
Joy,Chakma,Male
Niladri,Mondal,Male
Zarin,Ganguly,Female
Rimi,Khatun,Female
Oindrila,Barik,Female
Chiranjit,Ghosalkar,Male
Somnath,Chakravarty,Male
Xavier,Barai,Male
Wahid,Ghosalkar,Male
Bappa,Sultana,Male
Mrinmayee,DuttaChoudhury,Female
Mrinmayee,Khan,Female
Oindrila,Bandyopadhyay,Female
Wasim,Gazi,Male
Eshani,Bagchi,Female
Nabamita,Ganguly,Female
Koyel,Kundu,Female
Farhan,Malakar,Male
Bikram,Basak,Male
Farhanul,Munshi,Male
Harsha,Sikdar,Female
Rukmini,Bandyopadhyay,Female
Yash,Mazumder,Male
Somnath,Moitra,Male
Sweta,Sinha,Female
Farida,Barik,Female
Chandan,Khatun,Male
Tumpa,Malakar,Female
Faria,Datta,Female
Kamal,Majumdar,Male
Ravi,Bhowmik,Male
Ranjit,Bandyopadhyay,Male
Upal,Sinha,Male
Nabendu,Lodh,Male
Tanmay,Barua,Male
Laboni,Basu,Female
Debasis,Ray,Male
Rupali,Barai,Female
Riya,GhoshDastidar,Female
Arpan,Dutta,Male
Arpan,Sheikh,Male
Enakshi,Bera,Female
